locus	mu	sd	n
chr13-95474552-95474599	1.3904493646158633	0.2793416296556143	150
chr13-95654963-95655023	1.389799508383934	0.27888375837620966	150
chr13-95677415-95677746	1.389799508383934	0.27888375837620966	150
chr13-95848811-95849009	1.400573698822717	0.29553195190707227	150
chr13-96576647-96576678	1.3894094427730124	0.2775710989487154	150
chr13-96633717-96633742	1.3907155657018389	0.2786049924872968	150
chr13-97310522-97310552	1.3928629815500677	0.289009825969045	150
chr13-97939953-97939996	1.3909457241252854	0.27727295063084845	150
chr13-98224668-98224693	1.3930073380537364	0.2858716917654017	150
chr13-98235396-98235428	1.389799508383934	0.27888375837620966	150
chr13-98505265-98505330	1.3907155657018389	0.2786049924872968	150
chr13-98658610-98658646	1.3894094427730124	0.2775710989487154	150
chr13-98939462-98939502	1.3904493646158633	0.2793416296556143	150
chr13-99381231-99381260	1.3904493646158633	0.2793416296556143	150
chr13-99764598-99764646	1.3904493646158633	0.2793416296556143	150
chr13-99990285-99990329	1.3907155657018389	0.2786049924872968	150
chr14-100088028-100088070	1.3904493646158633	0.2793416296556143	150
chr14-100394090-100394585	1.434402824145775	0.276090876858147	150
chr14-100419340-100419383	1.3939489213917167	0.2838223644250869	150
chr14-100513455-100513482	1.3933534743259621	0.28411036604775997	150
chr14-100634156-100634200	1.3894094427730124	0.2775710989487154	150
chr14-100708698-100708743	1.3901655927434369	0.28058144698149146	150
chr14-100727108-100727147	1.3924129976521091	0.2813541877436554	150
chr14-100901980-100902026	1.3907155657018389	0.2786049924872968	150
chr14-101057004-101057112	1.3907155657018389	0.2786049924872968	150
chr14-101078013-101078053	1.39057076631343	0.2819284542825512	150
chr14-101114531-101114568	1.3894094427730124	0.2775710989487154	150
chr14-101262893-101262940	1.4219603353684556	0.3452735440569304	150
chr14-101504527-101505016	1.3982388551615839	0.29196863975624265	150
chr14-101656313-101656677	1.3910061881322093	0.2767762610206646	150
chr14-102049155-102049188	1.3904493646158633	0.2793416296556143	150
chr14-102306819-102306846	1.3894094427730124	0.2775710989487154	150
chr14-102436810-102436837	1.389799508383934	0.27888375837620966	150
chr14-102451269-102451294	1.3910061881322096	0.27677626102066466	150
chr14-102554268-102554302	1.3897995083839343	0.27888375837620977	150
chr14-103222791-103222860	1.390144949755896	0.2794507948305276	150
chr14-103439025-103439081	1.3924129976521091	0.2813541877436554	150
chr14-103651284-103651312	1.390144949755896	0.2794507948305276	150
chr14-103739415-103739464	1.390144949755896	0.2794507948305276	150
chr14-103858046-103858074	1.3904493646158633	0.2793416296556143	150
chr14-103934651-103934679	1.389799508383934	0.27888375837620966	150
chr14-103978492-103978518	1.3904493646158633	0.2793416296556143	150
chr14-104053826-104053862	1.3904493646158633	0.2793416296556143	150
chr14-104367114-104367139	1.3894094427730124	0.2775710989487154	150
chr14-104538012-104538038	1.389799508383934	0.27888375837620966	150
chr14-104595545-104595629	1.390144949755896	0.2794507948305276	150
chr14-104669987-104671335	1.3890945026206731	0.276090876858147	150
chr14-104698208-104698625	1.3918461023090802	0.2822373834839179	150
chr14-104708376-104708409	1.390144949755896	0.2794507948305276	150
chr14-104765180-104765793	1.3946750991575754	0.28776700148773654	150
chr14-104767251-104767342	1.4494617657870348	0.4068804341962927	150
chr14-104993218-104993420	1.390144949755896	0.2794507948305276	150
chr14-105152308-105152375	1.3970434465636308	0.2949606778840469	150
chr14-105279556-105279598	1.3948810243115661	0.2863786453312247	150
chr14-105577098-105577125	1.4001691821863915	0.29589974155195253	150
chr14-106026084-106026155	1.4070733918604053	0.32379301333400334	150
chr14-106055530-106057619	1.9912985848614235	0.8500089448884285	150
chr14-106146486-106146572	1.394608195420817	0.2920202592773978	150
chr14-106323389-106326599	1.3904493646158633	0.2793416296556143	150
chr14-106875034-106875135	1.3905199435027225	0.2811819287303103	150
chr14-19503350-19503400	1.3910061881322093	0.2767762610206646	150
chr14-19695677-19695715	1.3958720357554728	0.2924557484691466	150
chr14-19696111-19696154	1.3890945026206731	0.276090876858147	150
chr14-19729148-19729197	1.3928629815500675	0.28900982596904495	150
chr14-19846220-19846269	1.3921124128240523	0.28630978027442205	150
chr14-20476211-20476488	1.3990745091404593	0.29800089823361325	150
chr14-20815557-20815592	1.3894094427730124	0.2775710989487154	150
chr14-20878179-20878215	1.3907155657018389	0.2786049924872968	150
chr14-20878961-20879000	1.389799508383934	0.27888375837620966	150
chr14-21536139-21536176	1.390144949755896	0.2794507948305276	150
chr14-21735254-21735291	1.3907155657018389	0.2786049924872968	150
chr14-21744108-21744134	1.398026015324561	0.29843850958887674	150
chr14-21774271-21774308	1.3890945026206731	0.276090876858147	150
chr14-21853994-21854038	1.3904493646158633	0.2793416296556143	150
chr14-22040417-22040457	1.3912308826414297	0.28241059787650097	150
chr14-22443491-22443695	1.3890945026206731	0.276090876858147	150
chr14-22753390-22753425	1.3894094427730124	0.2775710989487154	150
chr14-23105130-23105171	1.3904493646158633	0.2793416296556143	150
chr14-23241697-23241728	1.3890945026206731	0.276090876858147	150
chr14-23379360-23379386	1.390144949755896	0.2794507948305276	150
chr14-23379659-23379684	1.3904493646158633	0.2793416296556143	150
chr14-23697671-23697696	1.3890945026206731	0.276090876858147	150
chr14-23749891-23750000	1.3978969109407744	0.29668958133215895	150
chr14-23757390-23757446	1.389799508383934	0.27888375837620966	150
chr14-23798199-23798231	1.3904493646158633	0.2793416296556143	150
chr14-23804786-23804819	1.390144949755896	0.2794507948305276	150
chr14-23973766-23973791	1.390144949755896	0.2794507948305276	150
chr14-24216655-24216689	1.392340264203791	0.2849089257069401	150
chr14-24669728-24669775	1.390144949755896	0.2794507948305276	150
chr14-25400323-25400348	1.389799508383934	0.27888375837620966	150
chr14-25550308-25550551	1.3894094427730124	0.2775710989487154	150
chr14-25715001-25715047	1.3904493646158633	0.2793416296556143	150
chr14-25989242-25989280	1.3909457241252854	0.27727295063084845	150
chr14-26013650-26013684	1.3907155657018389	0.2786049924872968	150
chr14-26140234-26140282	1.389799508383934	0.27888375837620966	150
chr14-26147122-26147175	1.3907155657018389	0.2786049924872968	150
chr14-26821950-26821975	1.3894094427730124	0.2775710989487154	150
chr14-27370059-27370085	1.3904493646158633	0.2793416296556143	150
chr14-27495033-27495075	1.3894094427730124	0.2775710989487154	150
chr14-27770729-27770811	1.3967428446752534	0.29513851346668685	150
chr14-28176379-28176445	1.3944633841304999	0.28236719930434057	150
chr14-28201186-28201273	1.390144949755896	0.2794507948305276	150
chr14-28747312-28747337	1.3904493646158633	0.2793416296556143	150
chr14-28871422-28871457	1.3915838220598569	0.28298226304438806	150
chr14-29026727-29026771	1.3890945026206731	0.276090876858147	150
chr14-29236610-29236657	1.390144949755896	0.2794507948305276	150
chr14-29377988-29378013	1.390144949755896	0.2794507948305276	150
chr14-29797517-29797738	1.3904493646158633	0.2793416296556143	150
chr14-30277579-30277621	1.3912308826414297	0.28241059787650097	150
chr14-30568943-30568972	1.3897995083839343	0.27888375837620977	150
chr14-30713770-30713795	1.3907155657018389	0.2786049924872968	150
chr14-30812577-30812602	1.3910889846462864	0.28033368234827355	150
chr14-30903832-30903862	1.3907155657018389	0.2786049924872968	150
chr14-31262998-31263033	1.390144949755896	0.2794507948305276	150
chr14-31351326-31351353	1.3917801221088795	0.27972259316948533	150
chr14-31657295-31657361	1.3910061881322096	0.27677626102066466	150
chr14-31838814-31838842	1.3910061881322093	0.2767762610206646	150
chr14-32609272-32609336	1.3907155657018389	0.2786049924872968	150
chr14-32921217-32921245	1.390144949755896	0.2794507948305276	150
chr14-33716045-33716073	1.3904493646158633	0.2793416296556143	150
chr14-34365273-34365298	1.3894094427730124	0.2775710989487154	150
chr14-34548990-34549101	1.389799508383934	0.27888375837620966	150
chr14-34881609-34881636	1.3897995083839343	0.27888375837620977	150
chr14-34882021-34882107	1.3890945026206731	0.276090876858147	150
chr14-34944600-34944643	1.3890945026206731	0.276090876858147	150
chr14-34970156-34970189	1.3904493646158633	0.2793416296556143	150
chr14-35014759-35014812	1.3920894726344153	0.2857687385631247	150
chr14-35020121-35020175	1.3942130938695334	0.2831324301937114	150
chr14-35026702-35026761	1.3905707663134297	0.28192845428255114	150
chr14-35305584-35305625	1.390144949755896	0.2794507948305276	150
chr14-35394566-35394610	1.3907155657018389	0.2786049924872968	150
chr14-35509475-35509509	1.3931327326200278	0.2882612223958085	150
chr14-35892490-35892532	1.3910061881322096	0.27677626102066466	150
chr14-36206965-36207000	1.3918896362409965	0.2828678330277517	150
chr14-36945577-36945603	1.3910061881322093	0.2767762610206646	150
chr14-38023840-38023874	1.389799508383934	0.27888375837620966	150
chr14-38100112-38100152	1.3912308826371835	0.2824105978746406	150
chr14-39300526-39300551	1.3909457241252854	0.27727295063084845	150
chr14-39546431-39546459	1.3907155657018389	0.2786049924872968	150
chr14-39663935-39663976	1.3904493646158633	0.2793416296556143	150
chr14-40558217-40558253	1.390144949755896	0.2794507948305276	150
chr14-40996862-40996888	1.390144949755896	0.2794507948305276	150
chr14-41416580-41416633	1.3904493646158633	0.2793416296556143	150
chr14-42023904-42023930	1.3907155657018389	0.2786049924872968	150
chr14-42150984-42151030	1.3894094427730124	0.2775710989487154	150
chr14-43216838-43216866	1.3904493646158633	0.2793416296556143	150
chr14-43371994-43372027	1.3894094427730124	0.2775710989487154	150
chr14-43392989-43393016	1.390144949755896	0.2794507948305276	150
chr14-43461253-43461285	1.3890945026206731	0.276090876858147	150
chr14-44437500-44437527	1.394940511281817	0.29241349603478084	150
chr14-44474380-44474565	1.3890945026206731	0.276090876858147	150
chr14-44983209-44983235	1.390144949755896	0.2794507948305276	150
chr14-45158993-45159108	1.389799508383934	0.27888375837620966	150
chr14-45616035-45616061	1.389799508383934	0.27888375837620966	150
chr14-45751774-45751804	1.3907155657018389	0.2786049924872968	150
chr14-45946313-45946353	1.4132572391310179	0.335417386743603	150
chr14-46735633-46735703	1.3927081275524564	0.2859950348838437	150
chr14-47195655-47195691	1.3916696562959232	0.28440754787227124	150
chr14-47625091-47625134	1.3907155657018389	0.2786049924872968	150
chr14-47770473-47770524	1.3909457241252854	0.27727295063084845	150
chr14-47839671-47839701	1.3890945026206731	0.276090876858147	150
chr14-48456225-48456254	1.389799508383934	0.27888375837620966	150
chr14-48582112-48582210	1.3890945026206731	0.276090876858147	150
chr14-49723776-49723875	1.3918896362409965	0.2828678330277517	150
chr14-50075617-50075644	1.3950035144213087	0.28592885026136494	150
chr14-50113020-50113053	1.393304890871581	0.28570310646936636	150
chr14-50118981-50119029	1.3918896362409965	0.2828678330277517	150
chr14-50314424-50314452	1.3904493646158633	0.2793416296556143	150
chr14-50379385-50379437	1.4573028637946153	0.41770399868973057	150
chr14-50519048-50519081	1.390826639725399	0.28108245521236663	150
chr14-50661171-50661198	1.3904493646158633	0.2793416296556143	150
chr14-50757915-50757953	1.3904493646158633	0.2793416296556143	150
chr14-51323073-51323126	1.3904493646158633	0.2793416296556143	150
chr14-51351420-51351452	1.3907155657018389	0.2786049924872968	150
chr14-51704233-51704264	1.3904493646158633	0.2793416296556143	150
chr14-52626806-52626844	1.4070349274191778	0.3207141157576152	150
chr14-52757079-52757115	1.3918896362409965	0.2828678330277517	150
chr14-53297079-53297108	1.390144949755896	0.2794507948305276	150
chr14-53672121-53672157	1.3890945026206731	0.276090876858147	150
chr14-55145151-55145234	1.3905199435027225	0.2811819287303103	150
chr14-55382214-55382351	1.393602320669841	0.28552996959351973	150
chr14-55508501-55508527	1.393304890871581	0.28570310646936636	150
chr14-55789902-55789937	1.389799508383934	0.27888375837620966	150
chr14-56113131-56113299	1.3907155657018389	0.2786049924872968	150
chr14-56471403-56471445	1.3904493646158633	0.2793416296556143	150
chr14-56528216-56528241	1.3904493646158633	0.2793416296556143	150
chr14-56793167-56793194	1.3894094427730124	0.2775710989487154	150
chr14-56860660-56860688	1.3890945026206731	0.276090876858147	150
chr14-57031525-57031575	1.390144949755896	0.2794507948305276	150
chr14-57315512-57315556	1.3909457241252854	0.27727295063084845	150
chr14-57399171-57399196	1.3909457241252854	0.27727295063084845	150
chr14-57557636-57557730	1.3967462785920315	0.28920208612629855	150
chr14-57921460-57921515	1.3912308826414295	0.28241059787650086	150
chr14-58022028-58022073	1.3901655927434369	0.28058144698149146	150
chr14-58053435-58053465	1.3925978692925904	0.2841447130951835	150
chr14-58858977-58859007	1.3907155657018389	0.2786049924872968	150
chr14-58870837-58870864	1.3910061881322093	0.2767762610206646	150
chr14-58886169-58886247	1.3904493646158633	0.2793416296556143	150
chr14-59127730-59127771	1.3904493646158633	0.2793416296556143	150
chr14-59266345-59266398	1.390144949755896	0.2794507948305276	150
chr14-60850667-60850697	1.389799508383934	0.27888375837620966	150
chr14-61058444-61058470	1.389799508383934	0.27888375837620966	150
chr14-61631085-61631119	1.3904493646158633	0.2793416296556143	150
chr14-61642611-61642646	1.390144949755896	0.2794507948305276	150
chr14-61739040-61739089	1.3909457241252854	0.27727295063084845	150
chr14-62311757-62311783	1.3915838220598569	0.28298226304438806	150
chr14-63008559-63008597	1.399450549837655	0.2986215537035316	150
chr14-63787459-63787501	1.389799508383934	0.27888375837620966	150
chr14-63897064-63897151	1.3909457241252854	0.27727295063084845	150
chr14-63899728-63899773	1.3890945026206731	0.276090876858147	150
chr14-64411542-64411567	1.390144949755896	0.2794507948305276	150
chr14-65264185-65264220	1.390144949755896	0.2794507948305276	150
chr14-65360844-65360880	1.3959286763311394	0.276090876858147	150
chr14-65504121-65504164	1.3907155657018389	0.2786049924872968	150
chr14-65504444-65504516	1.3904493646158633	0.2793416296556143	150
chr14-65714230-65714286	1.3904493646158633	0.2793416296556143	150
chr14-65853221-65853247	1.3913095034355247	0.2789686406586313	150
chr14-66077941-66078020	1.3920893604435538	0.2857681722275815	150
chr14-66117425-66117456	1.389799508383934	0.27888375837620966	150
chr14-67617157-67617190	1.3904493646158633	0.2793416296556143	150
chr14-67792938-67792976	1.3904493646158633	0.2793416296556143	150
chr14-68377122-68377159	1.3907155657018389	0.2786049924872968	150
chr14-68406771-68406808	1.3910061881322093	0.2767762610206646	150
chr14-68603292-68603318	1.390144949755896	0.2794507948305276	150
chr14-68739382-68739420	1.3909457241252854	0.27727295063084845	150
chr14-68923586-68923638	1.3989606151941274	0.30238183846034605	150
chr14-69367905-69367982	1.3904493646158633	0.2793416296556143	150
chr14-69447807-69447834	1.3904493646158633	0.2793416296556143	150
chr14-69680090-69680115	1.3907155657018389	0.2786049924872968	150
chr14-69858371-69858398	1.3904493646158633	0.2793416296556143	150
chr14-70198775-70198919	1.3904493646158633	0.2793416296556143	150
chr14-70743237-70743263	1.3904493646158633	0.2793416296556143	150
chr14-71074143-71074190	1.3924333399561344	0.28669395963568217	150
chr14-71232452-71232491	1.3918896362409965	0.2828678330277517	150
chr14-71376742-71376947	1.716673179584219	0.7371166509354817	150
chr14-71472809-71472887	1.3923483238546062	0.2850198834934606	150
chr14-71510192-71510233	1.390144949755896	0.2794507948305276	150
chr14-71761097-71761127	1.3901655927434369	0.28058144698149146	150
chr14-71884186-71884225	1.392032122086782	0.2850136586984713	150
chr14-72174732-72174763	1.3907155657018389	0.2786049924872968	150
chr14-72268959-72268989	1.3910061881322096	0.27677626102066466	150
chr14-72318797-72318843	1.389799508383934	0.27888375837620966	150
chr14-72343190-72343228	1.4036669494592282	0.3022384681540539	150
chr14-72468612-72468637	1.3907155657018389	0.2786049924872968	150
chr14-73138732-73138792	1.390144949755896	0.2794507948305276	150
chr14-73271759-73271797	1.3904493646158633	0.2793416296556143	150
chr14-73313036-73313061	1.3894094427730124	0.2775710989487154	150
chr14-73445274-73445304	1.390144949755896	0.2794507948305276	150
chr14-73516948-73516989	1.3958369956655041	0.29560072663698167	150
chr14-74045969-74045998	1.389799508383934	0.27888375837620966	150
chr14-74303240-74303280	1.3894094427730124	0.2775710989487154	150
chr14-74333791-74333828	1.3904493646158633	0.2793416296556143	150
chr14-74349503-74349541	1.3904493646158633	0.2793416296556143	150
chr14-74349891-74349923	1.3894094427730124	0.2775710989487154	150
chr14-74787266-74787307	1.390144949755896	0.2794507948305276	150
chr14-74918687-74918712	1.3910061881322093	0.2767762610206646	150
chr14-75456747-75456780	1.3915838220598569	0.28298226304438806	150
chr14-75566831-75566867	1.3912308826414295	0.28241059787650086	150
chr14-75983650-75983698	1.389799508383934	0.27888375837620966	150
chr14-76765943-76765996	1.3918896362409965	0.2828678330277517	150
chr14-76886895-76886943	1.389799508383934	0.27888375837620966	150
chr14-76936262-76936308	1.3894094427730124	0.2775710989487154	150
chr14-77200317-77200362	1.3907155657018389	0.2786049924872968	150
chr14-77289062-77289106	1.389799508383934	0.27888375837620966	150
chr14-77491257-77491293	1.3904493646158633	0.2793416296556143	150
chr14-77657843-77657904	1.390144949755896	0.2794507948305276	150
chr14-77736011-77736138	1.3927311499398858	0.2865351324784957	150
chr14-77736137-77736166	3.0152212756578196	0.7944006549422324	150
chr14-77997786-77997852	1.389799508383934	0.27888375837620966	150
chr14-78432836-78432888	1.3910061881322093	0.2767762610206646	150
chr14-78549288-78549397	1.3969120925095904	0.29873560469817706	150
chr14-78828533-78828586	1.3907155657018389	0.2786049924872968	150
chr14-79515365-79515417	1.396651417292029	0.2898624574883753	150
chr14-79515415-79515440	1.3907155657018389	0.2786049924872968	150
chr14-79723686-79723958	1.436397074540583	0.37830104689548283	150
chr14-80205991-80206020	1.3894094427730124	0.2775710989487154	150
chr14-80364033-80364084	1.3890945026206731	0.276090876858147	150
chr14-80579536-80579567	1.3890945026206731	0.276090876858147	150
chr14-81092814-81092839	1.3915838220598569	0.28298226304438806	150
chr14-81195402-81195472	1.3914933034984223	0.28166670252095477	150
chr14-81285583-81285608	1.389799508383934	0.27888375837620966	150
chr14-81411166-81411235	1.3907155657018389	0.2786049924872968	150
chr14-81469125-81469176	1.3894094427730124	0.2775710989487154	150
chr14-82116248-82116286	1.390144949755896	0.2794507948305276	150
chr14-83686967-83687011	1.3904493646158633	0.2793416296556143	150
chr14-83852247-83852294	1.3894094427730124	0.2775710989487154	150
chr14-84597707-84597755	1.3918896362409965	0.2828678330277517	150
chr14-84743171-84743256	1.3907155657018389	0.2786049924872968	150
chr14-84864441-84864643	1.3971151589298811	0.2960450158231312	150
chr14-85278609-85278655	1.3904493646158633	0.2793416296556143	150
chr14-85716266-85716299	1.3890945026206731	0.276090876858147	150
chr14-86143361-86143393	1.3907155657018389	0.2786049924872968	150
chr14-86271727-86271764	1.3907155657018389	0.2786049924872968	150
chr14-86312683-86312708	1.389799508383934	0.27888375837620966	150
chr14-86357950-86357989	1.3894094427730124	0.2775710989487154	150
chr14-86973231-86973259	1.3910061881322093	0.2767762610206646	150
chr14-87410117-87410477	1.3890945026206731	0.276090876858147	150
chr14-87858345-87858387	1.389799508383934	0.27888375837620966	150
chr14-87894650-87894679	1.3897995083839343	0.27888375837620977	150
chr14-88294859-88294889	1.390144949755896	0.2794507948305276	150
chr14-88519365-88519398	1.3910061881322096	0.27677626102066466	150
chr14-88686760-88686799	1.3904493646158633	0.2793416296556143	150
chr14-88810637-88810665	1.3894094427730124	0.2775710989487154	150
chr14-88984758-88984792	1.3907155657018389	0.2786049924872968	150
chr14-89530395-89530431	1.390144949755896	0.2794507948305276	150
chr14-89843364-89843398	1.3904493646158633	0.2793416296556143	150
chr14-89849373-89849398	1.3890945026206731	0.276090876858147	150
chr14-89990715-89990747	1.3910061881322096	0.27677626102066466	150
chr14-90301929-90301987	1.3907155657018389	0.2786049924872968	150
chr14-90688900-90688925	1.3897995083839343	0.27888375837620977	150
chr14-90806155-90806191	1.3904493646158633	0.2793416296556143	150
chr14-91222716-91222756	1.3907155657018389	0.2786049924872968	150
chr14-91351896-91351936	1.3935605320261735	0.2845561437539366	150
chr14-91354289-91354315	1.390144949755896	0.2794507948305276	150
chr14-91379248-91379273	1.3890945026206731	0.276090876858147	150
chr14-91569080-91569130	1.3907155657018389	0.2786049924872968	150
chr14-91656322-91656349	1.3894094427730124	0.2775710989487154	150
chr14-92001060-92001087	1.389799508383934	0.27888375837620966	150
chr14-92083077-92083102	1.3890945026206731	0.276090876858147	150
chr14-92360746-92360771	1.3904493646158633	0.2793416296556143	150
chr14-92459252-92459284	1.3904493646158633	0.2793416296556143	150
chr14-92537354-92537396	1.396545127348112	0.29540920466444953	150
chr14-92579104-92579137	1.3904493646158633	0.2793416296556143	150
chr14-93612986-93613156	1.3894094427730124	0.2775710989487154	150
chr14-93656729-93656764	1.3904493646158633	0.2793416296556143	150
chr14-93791452-93791477	1.3890945026206731	0.276090876858147	150
chr14-93853273-93853305	1.3894094427730124	0.2775710989487154	150
chr14-93933974-93934004	1.3904493646158633	0.2793416296556143	150
chr14-94519704-94519733	1.3890945026206731	0.276090876858147	150
chr14-95043916-95044079	1.390144949755896	0.2794507948305276	150
chr14-95057314-95057731	2.3111267136643363	0.9291793876407123	150
chr14-95057814-95057872	1.3936073065172632	0.29075596045643093	150
chr14-95330495-95330568	1.3910061881322093	0.2767762610206646	150
chr14-95605304-95605347	1.390144949755896	0.2794507948305276	150
chr14-95759435-95759738	1.3910061881322096	0.27677626102066466	150
chr14-96869451-96869492	1.3907155657018389	0.2786049924872968	150
chr14-97250942-97250971	1.3907155657018389	0.2786049924872968	150
chr14-97602058-97602897	1.3989610672457629	0.29602623981891846	150
chr14-97727751-97727795	1.3907155657018389	0.2786049924872968	150
chr14-98195232-98195266	1.3915838220598569	0.28298226304438806	150
chr14-99127632-99127663	1.390144949755896	0.2794507948305276	150
chr14-99176728-99177028	1.3910061881322093	0.2767762610206646	150
chr14-99211584-99211609	1.3931245241666474	0.2813430196278163	150
chr14-99533459-99534252	1.3904493646158633	0.2793416296556143	150
chr14-99654874-99654937	1.3894094427730124	0.2775710989487154	150
chr14-99741046-99741128	1.3894094427730124	0.2775710989487154	150
chr14-99768328-99768358	1.3904493646158633	0.2793416296556143	150
chr14-99810086-99810155	1.3908266397253988	0.2810824552123665	150
chr14-99887284-99887313	8.094156987835976	0.8786321064904311	150
chr14-99889925-99889951	1.3918896362409965	0.2828678330277517	150
chr15-101250513-101250659	1.9783233107832097	0.8577333945454533	150
chr15-101481313-101481708	1.3905707663134297	0.28192845428255114	150
chr15-102520967-102521392	3.010710142006993	0.8976859329607263	150
chr15-20022208-20022238	1.4538778256347953	0.41526449056830667	150
chr15-20305510-20311750	1.3904493646158633	0.2793416296556143	150
chr15-20385276-20385338	1.3978415156034842	0.29284496108953034	150
chr15-20508946-20509092	1.3890945026206731	0.276090876858147	150
chr15-20689295-20689342	1.3890945026206731	0.276090876858147	150
chr15-21033330-21033367	1.3904493646158633	0.2793416296556143	150
chr15-21036664-21036693	1.390144949755896	0.2794507948305276	150
chr15-21312083-21312118	1.389799508383934	0.27888375837620966	150
chr15-21312692-21318348	1.3933264043611457	0.28620401609902296	150
chr15-21365144-21365174	1.3904493646158633	0.2793416296556143	150
chr15-21989342-21989385	1.390144949755896	0.2794507948305276	150
chr15-22047814-22047843	1.390144949755896	0.2794507948305276	150
chr15-22563026-22563294	1.3989395006295984	0.30025793331925743	150
chr15-22951662-22951698	1.390144949755896	0.2794507948305276	150
chr15-22959492-22959540	1.3908266397155145	0.28108245520801545	150
chr15-23245491-23245524	1.3904493646158633	0.2793416296556143	150
chr15-23273752-23273784	1.389799508383934	0.27888375837620966	150
chr15-25172623-25172665	1.3910061881322093	0.2767762610206646	150
chr15-25643314-25643356	1.3915838220598569	0.28298226304438806	150
chr15-26180707-26180832	1.3914933034984223	0.2816667025209548	150
chr15-26618332-26618362	1.3907155657018389	0.2786049924872968	150
chr15-27213443-27213468	1.390144949755896	0.2794507948305276	150
chr15-27852119-27852154	1.3901655927434369	0.28058144698149146	150
chr15-28537055-28537081	1.3890945026206731	0.276090876858147	150
chr15-28910308-28910340	1.3912308826414297	0.28241059787650097	150
chr15-29110451-29110486	1.3904493646158633	0.2793416296556143	150
chr15-29261319-29261386	1.3910061881322093	0.2767762610206646	150
chr15-29315644-29315676	1.3890945026206731	0.276090876858147	150
chr15-29331301-29331359	1.390144949755896	0.2794507948305276	150
chr15-29348763-29348840	1.3918461023090802	0.2822373834839179	150
chr15-31138119-31138185	1.3904493646158633	0.2793416296556143	150
chr15-31153043-31153087	1.390144949755896	0.2794507948305276	150
chr15-31195418-31195445	1.3894094427730124	0.2775710989487154	150
chr15-31287870-31287911	1.390144949755896	0.2794507948305276	150
chr15-32536730-32536756	1.3904493646158633	0.2793416296556143	150
chr15-32599204-32599231	1.390144949755896	0.2794507948305276	150
chr15-33005509-33005537	1.3933264043611457	0.28620401609902296	150
chr15-33030284-33030346	1.3954900833977495	0.2887712955949154	150
chr15-34366190-34366216	1.3910061881322096	0.27677626102066466	150
chr15-34480338-34480371	1.393406140747298	0.28759052364039267	150
chr15-34747276-34747306	1.390144949755896	0.2794507948305276	150
chr15-34930747-34930784	1.3909457241252854	0.27727295063084845	150
chr15-35044156-35044181	1.3907155657018389	0.2786049924872968	150
chr15-35345405-35345430	1.3910061881322093	0.2767762610206646	150
chr15-35949782-35949807	1.390144949755896	0.2794507948305276	150
chr15-36211792-36211817	1.390144949755896	0.2794507948305276	150
chr15-36324676-36324725	1.3912308826414297	0.28241059787650097	150
chr15-36887491-36887549	1.3907155657018389	0.2786049924872968	150
chr15-37384897-37384948	1.390144949755896	0.2794507948305276	150
chr15-37391891-37391959	1.3904493646158633	0.2793416296556143	150
chr15-38527008-38527035	1.3894094427730124	0.2775710989487154	150
chr15-38953243-38953339	1.3904493646158633	0.2793416296556143	150
chr15-39036190-39036240	1.3904493646158633	0.2793416296556143	150
chr15-39267035-39267077	1.3943198895359046	0.2914635356791748	150
chr15-39281643-39281727	1.3937495096706887	0.28132477528505206	150
chr15-39520401-39520441	1.3905199435027225	0.2811819287303103	150
chr15-40369521-40369584	1.390144949755896	0.2794507948305276	150
chr15-40472830-40472868	1.3907155657018389	0.2786049924872968	150
chr15-40870388-40870427	1.3912308826414295	0.28241059787650086	150
chr15-40962529-40962570	1.390144949755896	0.2794507948305276	150
chr15-41002439-41002485	1.3909244610819098	0.2825144637762906	150
chr15-41033818-41033844	1.3890945026206731	0.276090876858147	150
chr15-41323658-41323854	1.3917801221088795	0.27972259316948533	150
chr15-41391435-41391465	1.39322771238094	0.28411852229113227	150
chr15-41541660-41541688	1.3904493646158633	0.2793416296556143	150
chr15-41676291-41676318	1.3918896362409965	0.2828678330277517	150
chr15-41686217-41686243	1.389799508383934	0.27888375837620966	150
chr15-41692053-41692079	1.3890945026206731	0.276090876858147	150
chr15-41965064-41965089	1.390144949755896	0.2794507948305276	150
chr15-42243200-42243234	1.9859101422766756	0.8260334307680872	150
chr15-42469360-42469387	1.389799508383934	0.27888375837620966	150
chr15-43173480-43173505	1.3909457241252854	0.27727295063084845	150
chr15-43222548-43222591	1.3904493646158633	0.2793416296556143	150
chr15-43481275-43481328	1.390144949755896	0.2794507948305276	150
chr15-43553274-43553305	1.390144949755896	0.2794507948305276	150
chr15-43663173-43663204	1.3904493646158633	0.2793416296556143	150
chr15-43698238-43698263	1.3890945026206731	0.276090876858147	150
chr15-43749869-43749900	1.390144949755896	0.2794507948305276	150
chr15-43931608-43931635	1.390144949755896	0.2794507948305276	150
chr15-44137124-44137151	1.3890945026206731	0.276090876858147	150
chr15-44189685-44189713	1.3890945026206731	0.276090876858147	150
chr15-44311935-44311999	1.389799508383934	0.27888375837620966	150
chr15-44333190-44333231	1.390144949755896	0.2794507948305276	150
chr15-44592124-44592151	1.3910061881322093	0.2767762610206646	150
chr15-44701790-44701824	1.390144949755896	0.2794507948305276	150
chr15-44814135-44814161	1.3917801221088795	0.27972259316948533	150
chr15-44897129-44897158	1.389799508383934	0.27888375837620966	150
chr15-44929123-44929166	1.3995840864922935	0.30001088437628154	150
chr15-45103333-45103358	1.3926922219796636	0.2794429888600684	150
