#Gene	chrom	start	end	Pathogenic_Lower_Bound	Motif
GeneID,PathogenicLowerBound,SimulatedSize,STR_Tool,Rank,Zscore||Pval
XYLT1,500,550,EHDN_Locus,2,20.330
XYLT1,500,600,EHDN_Locus,2,36.430
XYLT1,500,1500,EHDN_Motif,1,135.100
XYLT1,500,500,EHDN_Motif,1,37.580
XYLT1,500,510,EHDN_Motif,1,42.890
XYLT1,500,520,EHDN_Motif,1,35.410
XYLT1,500,550,EHDN_Motif,1,41.850
XYLT1,500,600,EHDN_Motif,1,46.150
XYLT1,500,1500,STRetch,0,.
XYLT1,500,500,STRetch,0,.
XYLT1,500,510,STRetch,0,.
XYLT1,500,520,STRetch,0,.
XYLT1,500,550,STRetch,0,.
XYLT1,500,600,STRetch,0,.
ZNF713,85,105,EHDN_Locus,2,30.010
ZNF713,85,1085,EHDN_Locus,2,42.870
ZNF713,85,135,EHDN_Locus,2,30.010
ZNF713,85,185,EHDN_Locus,2,32.140
ZNF713,85,85,EHDN_Locus,2,24.640
ZNF713,85,95,EHDN_Locus,2,21.430
ZNF713,85,105,EHDN_Motif,0,0.000
ZNF713,85,1085,EHDN_Motif,1,111.550
ZNF713,85,135,EHDN_Motif,10,3.280
ZNF713,85,185,EHDN_Motif,9,3.310
ZNF713,85,85,EHDN_Motif,23,1.120
ZNF713,85,95,EHDN_Motif,0,0.000
ZNF713,85,105,STRetch,1,1.2e-45
ZNF713,85,1085,STRetch,1,9e-47
ZNF713,85,135,STRetch,1,2.3e-41
ZNF713,85,185,STRetch,1,2.9e-43
ZNF713,85,85,STRetch,1,2.3e-41
ZNF713,85,95,STRetch,1,2.3e-39
